id,event_type,event_cause,requires_road_closure,priority,status,corridor,police_station,zone,latitude,longitude,junction,start_datetime,hour,day_of_week,dow_num,month,is_weekend,was_escalated,has_valid_stretch,stretch_km,veh_type
FKID006965,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Ashok Nagar,Central Zone 1,12.9708113,77.6046352,AshirwadamCircle,2023-12-17 06:08:55.513000+00:00,6,Sunday,6,12,True,True,False,,private_car
FKID006966,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasur,Central Zone 1,12.965855,77.619705,ASC Junction,2023-12-17 06:11:20.688000+00:00,6,Sunday,6,12,True,True,False,,bmtc_bus
FKID006967,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9654566,77.5848874,TownhallJunction,2023-12-17 06:20:40.744000+00:00,6,Sunday,6,12,True,True,False,,private_bus
FKID006968,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,R.T. Nagar,North Zone 2,13.0174853,77.5841862,MekhriCircle,2023-12-17 06:58:00.332000+00:00,6,Sunday,6,12,True,True,False,,private_bus
FKID006969,unplanned,vehicle_breakdown,True,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9679011,77.5873307,PoliceCornerJunc,2023-12-17 07:30:48.632000+00:00,7,Sunday,6,12,True,False,True,0.012787609499501409,bmtc_bus
FKID006970,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.0958876,77.5975963,SantheCircle,2023-12-17 07:44:52.517000+00:00,7,Sunday,6,12,True,False,False,,private_car
FKID006971,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.095423,77.5976011,SantheCircle,2023-12-17 07:51:00.055000+00:00,7,Sunday,6,12,True,False,False,,heavy_vehicle
FKID006972,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Magadi Road,Central Zone 2,12.9762084,77.5645308,LeprosyhospitalJunc,2023-12-17 08:44:07.332000+00:00,8,Sunday,6,12,True,False,False,,bmtc_bus
FKID006973,unplanned,vehicle_breakdown,True,HIGH,closed,Old Madras Road,Jeevanbheemanagar,Central Zone 1,12.986545,77.64728037,OldMadrasRd-NGEF Junc,2023-12-17 19:30:08.092000+00:00,19,Sunday,6,12,True,True,True,0.008505700841033694,truck
FKID006974,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,Central Zone 2,12.9758261,77.5869087,K R Circle,2023-12-17 19:52:23.326000+00:00,19,Sunday,6,12,True,True,False,,heavy_vehicle
FKID006975,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Hulimavu,South Zone 2,12.8910067,77.6383517,Kudlu Gate Junc,2023-12-17 20:56:07.076000+00:00,20,Sunday,6,12,True,True,False,,others
FKID006976,unplanned,vehicle_breakdown,False,HIGH,closed,West of Chord Road,Malleshwaram,West Zone 1,13.0117764,77.5544196,Dr RajkumarRd-10thCrossRdJunc,2023-12-17 21:16:01.955000+00:00,21,Sunday,6,12,True,True,False,,ksrtc_bus
FKID006977,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9668949,77.5881611,UlsoorGateJunc,2023-12-17 21:35:44.409000+00:00,21,Sunday,6,12,True,True,False,,private_bus
FKID006978,unplanned,vehicle_breakdown,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9830203,77.5923225,PoliceTimmaiahCircle(GPO),2023-12-17 22:55:37.035000+00:00,22,Sunday,6,12,True,True,False,,others
FKID006979,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Upparpet,Central Zone 2,12.9741244,77.578679,SagarTheatreJunc,2023-12-18 01:51:22.758000+00:00,1,Monday,0,12,False,True,False,,ksrtc_bus
FKID006980,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9838987,77.5747584,KrishnaFlourMill,2023-12-18 02:11:09.244000+00:00,2,Monday,0,12,False,True,False,,bmtc_bus
FKID006981,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,West Zone 1,13.037647,77.5228461,PeenyaPoliceStation,2023-12-18 04:46:38.980000+00:00,4,Monday,0,12,False,True,False,,private_car
FKID006982,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.0954983,77.5943299,YelhankaCircle,2023-12-18 05:55:00.829000+00:00,5,Monday,0,12,False,True,False,,others
FKID006983,unplanned,others,False,LOW,active,Non-corridor,Ashok Nagar,South Zone 2,12.9507677,77.623429,BucheryJunction,2023-12-18 06:45:57.553000+00:00,6,Monday,0,12,False,True,False,,
FKID006984,unplanned,vehicle_breakdown,False,HIGH,closed,Magadi Road,Kamakshipalya,West Zone 1,12.9875168,77.5196853,Sumanhalli,2023-12-18 07:11:58.373000+00:00,7,Monday,0,12,False,True,False,,bmtc_bus
FKID006985,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Madiwala,South Zone 2,12.9345488,77.609821,Marigowda-TavarkereRdJunc,2023-12-18 07:07:59.240000+00:00,7,Monday,0,12,False,True,False,,bmtc_bus
FKID006986,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Shivajinagar,Central Zone 2,12.983283,77.6033745,Shivajinagar(BRV)Junction,2023-12-18 07:21:03.774000+00:00,7,Monday,0,12,False,True,False,,bmtc_bus
FKID006987,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.980467,77.5732257,AnandRaoJunction,2023-12-18 08:14:16.431000+00:00,8,Monday,0,12,False,True,False,,private_bus
FKID006988,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Kengeri,West Zone 1,12.9128351,77.485156,MysoreRd--MadhuPetrolBunkJunction,2023-12-18 09:12:31.287000+00:00,9,Monday,0,12,False,True,False,,bmtc_bus
FKID006989,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Yeshwanthpura,West Zone 1,13.0311401,77.5355559,GokuldasImagesJunc,2023-12-18 17:59:50.980000+00:00,17,Monday,0,12,False,True,False,,heavy_vehicle
FKID006990,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,West Zone 2,12.9537877,77.5427674,SatteliteBusStandJunc,2023-12-18 19:09:49.936000+00:00,19,Monday,0,12,False,True,False,,bmtc_bus
FKID006991,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,High ground,Central Zone 2,12.9791825,77.5852059,CID-CarltonHouseJunc,2023-12-18 19:14:46.340000+00:00,19,Monday,0,12,False,True,False,,heavy_vehicle
FKID006992,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,HAL Old Airport,East Zone 1,12.93798831,77.69940685,Kadubeesanahalli-ORR Junc,2023-12-18 19:15:14.420000+00:00,19,Monday,0,12,False,True,False,,truck
FKID006993,unplanned,others,False,HIGH,closed,Hosur Road,HSR Layout,South Zone 2,12.8892407,77.639971,Kudlu Gate Junc,2023-12-18 19:25:32.614000+00:00,19,Monday,0,12,False,True,False,,
FKID006994,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.1257833,77.6128,BagalurCrossJunc,2023-12-18 20:30:48.195000+00:00,20,Monday,0,12,False,True,False,,heavy_vehicle
FKID006995,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Pulikeshinagar(F.Town),North Zone 1,13.0013268,77.6119897,PotteryCircle,2023-12-18 20:37:04.675000+00:00,20,Monday,0,12,False,True,True,0.0036940159611020505,bmtc_bus
FKID006996,planned,construction,False,HIGH,closed,Tumkur Road,Yeshwanthpura,West Zone 2,13.0169614,77.5604211,MS RamaiahJunc(TollGate),2023-12-18 20:40:05.786000+00:00,20,Monday,0,12,False,True,False,,
FKID006997,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,West Zone 2,12.9522166,77.5408844,KIMCO Junction,2023-12-18 20:56:03.266000+00:00,20,Monday,0,12,False,True,False,,bmtc_bus
FKID006998,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Cubbon Park,Central Zone 1,12.9764205,77.5991521,QueensStatueCircle,2023-12-18 21:22:08.930000+00:00,21,Monday,0,12,False,True,False,,heavy_vehicle
FKID006999,unplanned,pot_holes,False,HIGH,active,ORR West 1,J.P. Nagar,South Zone 1,12.9060618,77.5856503,JP Nagar 15th cross junction,2023-12-18 21:32:59.722000+00:00,21,Monday,0,12,False,True,False,,
FKID007000,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Kodigehalli,North Zone 1,13.0544417,77.5930777,KodigehalliCross,2023-12-18 21:57:36.684000+00:00,21,Monday,0,12,False,True,False,,truck
FKID007001,unplanned,pot_holes,False,LOW,active,Non-corridor,Jayanagara,South Zone 1,12.9167997,77.5949354,28thMainJayanagarJunc,2023-12-18 22:20:32.104000+00:00,22,Monday,0,12,False,True,False,,
FKID007002,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,HSR Layout,South Zone 2,12.9063758,77.6294866,Bommanahalli,2023-12-18 23:45:00.375000+00:00,23,Monday,0,12,False,True,False,,truck
FKID007003,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,Jayanagara,Central Zone 2,12.9289379,77.6003008,SagarHospitalJunc,2023-12-18 23:57:54.343000+00:00,23,Monday,0,12,False,True,False,,bmtc_bus
FKID007004,unplanned,pot_holes,False,LOW,active,Non-corridor,Ashok Nagar,Central Zone 1,12.9515671,77.6213778,BucheryJunction,2023-12-19 00:00:26.463000+00:00,0,Tuesday,1,12,False,True,False,,
FKID007005,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,Jayanagara,Central Zone 2,12.9289166,77.600397,SagarHospitalJunc,2023-12-18 23:59:48.670000+00:00,23,Monday,0,12,False,True,False,,bmtc_bus
FKID007006,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,Jayanagara,Central Zone 2,12.9290681,77.6003272,SagarHospitalJunc,2023-12-19 00:01:54.501000+00:00,0,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007007,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,West Zone 1,13.0397379,77.5185149,JalahalliCross(SM Circle),2023-12-19 01:00:43.297000+00:00,1,Tuesday,1,12,False,True,False,,ksrtc_bus
FKID007008,unplanned,others,False,HIGH,closed,Bannerghata Road,J.P. Nagar,South Zone 2,12.8906261,77.5979213,ArakereGateJunc,2023-12-19 01:04:48.777000+00:00,1,Tuesday,1,12,False,True,False,,
FKID007009,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Wilson Garden,Central Zone 2,12.9462213,77.5954317,WilsonGarden10thCrossJunc,2023-12-19 01:30:02.670000+00:00,1,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007010,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Chikkabanavara,North Zone 2,13.0403758,77.518198,JalahalliCross(SM Circle),2023-12-19 02:52:49.381000+00:00,2,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007011,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9842769,77.5717217,KrishnaFlourMill,2023-12-19 03:05:08.026000+00:00,3,Tuesday,1,12,False,False,False,,bmtc_bus
FKID007012,planned,public_event,False,HIGH,closed,West of Chord Road,Vijayanagara,West Zone 2,12.9730328,77.5391616,VijayanagarBusStandJunction,2023-12-19 03:18:49.265000+00:00,3,Tuesday,1,12,False,True,False,,
FKID007013,planned,public_event,False,HIGH,closed,West of Chord Road,Vijayanagara,West Zone 2,12.9730708,77.5389574,VijayanagarBusStandJunction,2023-12-19 03:26:32.029000+00:00,3,Tuesday,1,12,False,False,False,,
FKID007014,unplanned,accident,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 1,13.0835218,77.5940989,YelhankaBypass,2023-12-19 03:29:28.563000+00:00,3,Tuesday,1,12,False,True,False,,
FKID007015,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 1,Banaswadi,East Zone 2,13.017155,77.6602635,RamamurthyNagarJunction,2023-12-19 03:56:46.449000+00:00,3,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007016,planned,construction,False,LOW,closed,Non-corridor,High ground,Central Zone 2,12.9836352,77.5773592,SubbannaJunction,2023-12-19 04:06:47.898000+00:00,4,Tuesday,1,12,False,True,False,,
FKID007017,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Ashok Nagar,Central Zone 1,12.959235,77.603915,CMP GateJunc,2023-12-19 04:08:05.562000+00:00,4,Tuesday,1,12,False,True,False,,others
FKID007018,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Kodigehalli,North Zone 1,13.0711139,77.5924861,JakkurCrossJunction,2023-12-19 04:35:34.081000+00:00,4,Tuesday,1,12,False,True,False,,lcv
FKID007019,unplanned,accident,False,HIGH,closed,Hennur Main Road,Hennuru,North Zone 1,13.0705405,77.6365085,"Narayanapura cross, Hegde nagar",2023-12-19 04:58:29.197350+00:00,4,Tuesday,1,12,False,False,False,,
FKID007020,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,Mico Layout,South Zone 2,12.9165708,77.6017595,JayadevaHospitalJunc,2023-12-19 05:07:30.100000+00:00,5,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007021,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,High ground,Central Zone 2,12.9930435,77.5955639,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),2023-12-19 05:08:48.571000+00:00,5,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007022,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9850716,77.5728682,KrishnaFlourMill,2023-12-19 05:12:22.029000+00:00,5,Tuesday,1,12,False,True,False,,ksrtc_bus
FKID007024,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sadashivanagar,West Zone 2,13.006697,77.5790373,BhashyamCircle-SadashivNagar,2023-12-19 05:29:21.583000+00:00,5,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007025,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Ashok Nagar,Central Zone 1,12.9519068,77.605028,AnepalyaJunc,2023-12-19 05:58:41.004000+00:00,5,Tuesday,1,12,False,True,False,,taxi
FKID007026,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Rajajinagar,West Zone 2,12.9849653,77.5556492,BhashyamCircle,2023-12-19 06:06:34.571000+00:00,6,Tuesday,1,12,False,True,False,,ksrtc_bus
FKID007027,planned,construction,True,HIGH,closed,ORR East 1,HSR Layout,South Zone 2,12.9161461,77.6328869,5thMainHSR,2023-12-19 06:10:42.967000+00:00,6,Tuesday,1,12,False,True,True,0.027344653433991638,
FKID007028,unplanned,vehicle_breakdown,False,HIGH,closed,Old Airport Road,Halasur,Central Zone 1,12.9580289,77.641463,DomlurWaterTank,2023-12-19 06:18:59.031000+00:00,6,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007029,unplanned,others,False,HIGH,closed,Magadi Road,Kamakshipalya,West Zone 1,12.9888638,77.5085497,Srigandakaval,2023-12-19 06:27:40.101000+00:00,6,Tuesday,1,12,False,True,False,,
FKID007030,unplanned,others,False,LOW,closed,Non-corridor,Halasur,Central Zone 1,12.9654287,77.6176745,LowerAgaram(IndiaGarage)Junc,2023-12-19 06:28:18.382000+00:00,6,Tuesday,1,12,False,True,False,,
FKID007031,unplanned,vehicle_breakdown,False,HIGH,closed,Varthur Road,HAL Old Airport,East Zone 1,12.9569157,77.699063,MaratahalliBridgeJunc,2023-12-19 06:53:49.625000+00:00,6,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007032,unplanned,vehicle_breakdown,False,HIGH,closed,Bannerghata Road,J.P. Nagar,South Zone 2,12.8925403,77.5987305,ArakereGateJunc,2023-12-19 07:10:50.046000+00:00,7,Tuesday,1,12,False,True,False,,lcv
FKID007033,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9632575,77.5847532,TownhallJunction,2023-12-19 07:28:15.074000+00:00,7,Tuesday,1,12,False,True,False,,bmtc_bus
FKID007034,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Jeevanbheemanagar,Central Zone 1,12.9847078,77.6456367,OldMadrasRd-80FeetRdJunc,2023-12-19 07:40:56.171000+00:00,7,Tuesday,1,12,False,True,False,,private_car
FKID007035,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,K.R. Pura,East Zone 2,13.0113039,77.6987685,Devasandra(k r puram),2023-12-19 09:44:12.687000+00:00,9,Tuesday,1,12,False,True,False,,truck
FKID007036,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Sadashivanagar,West Zone 2,13.0144394,77.5838724,MekhriCircle,2023-12-19 18:29:53.797000+00:00,18,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007037,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,Central Zone 2,12.9590598,77.5558196,BangaloreBodyBuildersJunc,2023-12-19 18:33:48.573000+00:00,18,Tuesday,1,12,False,True,False,,others
FKID007038,unplanned,vehicle_breakdown,True,HIGH,closed,Mysore Road,Byatarayanapura,West Zone 1,12.9377126,77.5210857,RajeshwariJunc,2023-12-19 19:23:39.359000+00:00,19,Tuesday,1,12,False,True,True,0.0,heavy_vehicle
FKID007039,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.122859,77.6107018,BagalurCrossJunc,2023-12-19 19:24:12.369000+00:00,19,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007040,unplanned,vehicle_breakdown,False,HIGH,closed,ORR East 1,HSR Layout,South Zone 2,12.9146239,77.6247056,SilkBoardJunc,2023-12-19 19:53:30.082000+00:00,19,Tuesday,1,12,False,True,False,,private_bus
FKID007041,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.980341,77.5717396,KhodaysCircle(DV UrsCircle),2023-12-19 21:00:18.161000+00:00,21,Tuesday,1,12,False,True,False,,private_bus
FKID007042,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Chamarajpet,Central Zone 2,12.9582488,77.5547261,BangaloreBodyBuildersJunc,2023-12-19 21:06:11.834000+00:00,21,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007043,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9802782,77.5718032,KhodaysCircle(DV UrsCircle),2023-12-19 21:13:24.800000+00:00,21,Tuesday,1,12,False,True,False,,private_bus
FKID007044,unplanned,others,False,HIGH,active,Old Madras Road,Banaswadi,Central Zone 1,12.9910701,77.6570574,BigBazaarJunction(OldMadrasRd),2023-12-19 21:53:33.713000+00:00,21,Tuesday,1,12,False,True,False,,
FKID007045,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 1,Hennuru,North Zone 1,13.0373812,77.6273298,Nagavara-ORR Junction,2023-12-20 19:40:50.324000+00:00,19,Wednesday,2,12,False,True,False,,lcv
FKID007046,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,West Zone 1,13.035305,77.5275093,SRS Peenya Junc,2023-12-19 21:56:24.482000+00:00,21,Tuesday,1,12,False,True,False,,private_car
FKID007047,unplanned,vehicle_breakdown,False,HIGH,closed,West of Chord Road,Vijayanagara,West Zone 2,12.9756365,77.5404412,PuttammaChoultryNagarbhavi,2023-12-19 22:52:17.061000+00:00,22,Tuesday,1,12,False,True,False,,heavy_vehicle
FKID007048,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Peenya,West Zone 1,13.0375218,77.5227216,PeenyaPoliceStation,2023-12-20 00:40:22.222000+00:00,0,Wednesday,2,12,False,True,False,,lcv
FKID007049,unplanned,accident,False,HIGH,closed,ORR East 1,Bellandur,East Zone 1,12.9208567,77.6651001,IbblurJunction',2023-12-19 19:13:35.160000+00:00,19,Tuesday,1,12,False,True,False,,
FKID007050,unplanned,others,False,HIGH,closed,CBD 2,Cubbon Park,Central Zone 2,12.9837139,77.592678,PoliceTimmaiahCircle(GPO),2023-12-20 01:22:49.055000+00:00,1,Wednesday,2,12,False,True,False,,
FKID007051,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Byatarayanapura,West Zone 1,12.9383656,77.5216191,RajeshwariJunc,2023-12-20 02:19:10.180000+00:00,2,Wednesday,2,12,False,True,False,,heavy_vehicle
FKID007052,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,Central Zone 2,12.9586717,77.5931683,BMTCJunction-K H Road,2023-12-20 03:33:12.039000+00:00,3,Wednesday,2,12,False,True,False,,bmtc_bus
FKID007053,unplanned,vehicle_breakdown,False,LOW,resolved,Non-corridor,R.T. Nagar,North Zone 2,13.0976447,77.5912615,YelhankaCircle,2023-12-20 06:02:24.811000+00:00,6,Wednesday,2,12,False,True,False,,bmtc_bus
FKID007054,unplanned,pot_holes,True,LOW,active,Non-corridor,Upparpet,Central Zone 2,12.9799069,77.5726695,KhodaysCircle(DV UrsCircle),2023-12-20 06:28:50.179000+00:00,6,Wednesday,2,12,False,True,True,0.01853045183705243,
FKID007055,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Shivajinagar,Central Zone 2,12.9793739,77.6021749,Shivajinagar(BRV)Junction,2023-12-20 06:32:26.741000+00:00,6,Wednesday,2,12,False,True,False,,lcv
FKID007056,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Jeevanbheemanagar,Central Zone 1,12.9825565,77.6353914,OldMadrasRd-BMTC DepotJunc,2023-12-20 09:12:40.332000+00:00,9,Wednesday,2,12,False,False,False,,bmtc_bus
FKID007057,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Sadashivanagar,West Zone 2,13.0145744,77.5731244,SadashivnagarJunc,2023-12-20 09:39:57.196000+00:00,9,Wednesday,2,12,False,True,True,0.01849312301224073,private_bus
FKID007058,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Sadashivanagar,West Zone 2,13.0145282,77.5731371,SadashivnagarJunc,2023-12-20 19:14:40.670000+00:00,19,Wednesday,2,12,False,True,True,0.007191994862029305,private_bus
FKID007059,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 1,Hennuru,North Zone 1,13.0374095,77.6273374,Nagavara-ORR Junction,2023-12-20 19:42:50.850000+00:00,19,Wednesday,2,12,False,True,False,,lcv
FKID007060,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 1,Hennuru,North Zone 1,13.0373806,77.6273317,Nagavara-ORR Junction,2023-12-20 19:45:45.137000+00:00,19,Wednesday,2,12,False,True,False,,lcv
FKID007061,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9637808,77.5840201,TownhallJunction,2023-12-20 19:43:06.957000+00:00,19,Wednesday,2,12,False,True,False,,truck
FKID007062,unplanned,vehicle_breakdown,False,HIGH,closed,Hosur Road,Ashok Nagar,Central Zone 1,12.957596,77.6057847,CMP GateJunc,2023-12-20 19:49:47.290000+00:00,19,Wednesday,2,12,False,True,False,,truck
FKID007063,unplanned,vehicle_breakdown,False,HIGH,closed,Mysore Road,Halasuru Gate,Central Zone 2,12.9609004,77.5838866,ShivajiTalkiesJunc,2023-12-20 21:06:34.508000+00:00,21,Wednesday,2,12,False,True,False,,bmtc_bus
FKID007064,unplanned,vehicle_breakdown,False,HIGH,closed,ORR North 2,Jalahalli,North Zone 1,13.0436637,77.5578221,BEL Circle,2023-12-20 21:08:17.350000+00:00,21,Wednesday,2,12,False,True,False,,private_car
FKID007065,unplanned,vehicle_breakdown,False,HIGH,closed,Tumkur Road,Chikkabanavara,North Zone 2,13.0403782,77.5179997,JalahalliCross(SM Circle),2023-12-20 21:23:30.215000+00:00,21,Wednesday,2,12,False,True,False,,private_car
FKID007066,unplanned,vehicle_breakdown,False,HIGH,closed,ORR West 1,K.S. Layout,South Zone 1,12.9061052,77.5732456,KanakapuraRd-RingRdJunction,2023-12-20 21:24:40.600000+00:00,21,Wednesday,2,12,False,True,False,,private_car
FKID007067,unplanned,accident,False,HIGH,closed,Bellary Road 2,Yelahanka,North Zone 2,13.103938,77.6005304,KogilluCrossJunc,2023-12-20 21:34:17.265000+00:00,21,Wednesday,2,12,False,True,False,,
FKID007068,unplanned,water_logging,False,HIGH,closed,ORR East 1,HAL Old Airport,East Zone 1,12.9380022,77.6978036,Kadubeesanahalli-ORR Junc,2023-12-20 22:04:10.341000+00:00,22,Wednesday,2,12,False,True,False,,
FKID007069,unplanned,others,True,LOW,active,Non-corridor,Pulikeshinagar(F.Town),North Zone 1,12.9928238,77.6096432,ColesParkJunc,2023-12-20 22:18:28.683000+00:00,22,Wednesday,2,12,False,True,True,0.0007380456693229047,
FKID007070,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,High ground,Central Zone 2,12.9935392,77.5957784,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),2023-12-20 22:16:35.963000+00:00,22,Wednesday,2,12,False,True,False,,bmtc_bus
FKID007071,unplanned,vehicle_breakdown,False,HIGH,closed,Old Madras Road,Halasur,Central Zone 1,12.9815094,77.6310739,AnjaneyaTempleJunc,2023-12-20 23:36:38.813000+00:00,23,Wednesday,2,12,False,True,False,,lcv
FKID007072,unplanned,vehicle_breakdown,True,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9820774,77.5700018,PlatformRdJunction,2023-12-21 00:08:34.352000+00:00,0,Thursday,3,12,False,True,True,0.0,lcv
FKID007073,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9810524,77.5707182,PlatformRdJunction,2023-12-21 00:09:59.096000+00:00,0,Thursday,3,12,False,True,False,,lcv
FKID007074,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9810524,77.5707182,PlatformRdJunction,2023-12-21 00:10:54.275000+00:00,0,Thursday,3,12,False,True,False,,others
FKID007075,unplanned,others,False,HIGH,closed,ORR West 1,Byatarayanapura,West Zone 1,12.9442984,77.5272484,MysoreRd-RingRdJunc(Nayandanahallii),2023-12-21 00:26:46.374000+00:00,0,Thursday,3,12,False,True,False,,
FKID007076,unplanned,vehicle_breakdown,False,HIGH,closed,Bellary Road 1,Cubbon Park,Central Zone 2,12.983789,77.5901262,BasaweshwaraCircle,2023-12-21 02:18:17.464000+00:00,2,Thursday,3,12,False,True,False,,ksrtc_bus
FKID007077,unplanned,vehicle_breakdown,False,HIGH,closed,ORR East 1,HAL Old Airport,East Zone 1,12.9328783,77.6882517,Deverabeesanahalli-ORR Junc,2023-12-21 03:16:41.583000+00:00,3,Thursday,3,12,False,True,False,,private_car
FKID007078,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Sheshadripuram,Central Zone 2,12.9832675,77.5746214,AnandRaoJunction,2023-12-21 04:18:10.349000+00:00,4,Thursday,3,12,False,True,False,,bmtc_bus
FKID007079,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,Central Zone 2,12.9709443,77.587546,PoliceCornerJunc,2023-12-21 04:42:11.590000+00:00,4,Thursday,3,12,False,True,False,,taxi
FKID007080,unplanned,vehicle_breakdown,False,LOW,closed,Non-corridor,Halasuru Gate,Central Zone 2,12.9603057,77.5875364,PurnimaTheaterJunc,2023-12-21 05:28:55.499000+00:00,5,Thursday,3,12,False,True,False,,lcv
